source_names,Meanc26,SDc26,Concc26,Meanc28,SDc28,Concc28,n
aqua,-34.8579134359022,2.6971464247123174,58.93290839127322,-35.25590454512786,1.9473554991063429,62.22298316952752,14
nonvas,-38.6316844085549,2.3268155219405413,63.169795637496826,-37.8246677585008,2.205274042341195,45.82102026060427,13
tvas,-33.052722756302565,1.7236931079208304,88.23832965383319,-33.16164681489279,1.8553232152674102,78.25788403421555,21
