source_names,Meanc22,SDc22,Concc22,Meanc24,SDc24,Concc24,n
aqua,-33.64453279436981,1.3013709703725462,60.45914315038884,-34.3580313585927,1.910202920881326,79.89386838803274,14
nonvas,-35.95344383929,2.4592346443003406,99.79918349259641,-36.95060603298567,2.0222483107634406,143.99578465108252,13
tvas,-32.60652399840868,1.7762628799916158,84.88612212921613,-32.95356779541258,2.4960637198393227,99.92761644004892,21
