source_names,Meanc22,SDc22,Concc22,Meanc24,SDc24,Concc24,Meanc26,SDc26,Concc26,Meanc28,SDc28,Concc28,n
aqua,-33.64453279436981,1.3013709703725462,60.45914315038884,-34.3580313585927,1.910202920881326,79.89386838803274,-34.8579134359022,2.6971464247123174,58.93290839127322,-35.25590454512786,1.9473554991063429,62.22298316952752,14
terr,-33.19715691150538,2.3007704181320885,89.00007009152793,-33.658927484396074,2.859082916247852,112.0843524982651,-34.03724540081768,2.815236481101049,81.3228719941542,-33.9845328637648,2.617820471873458,69.30978368287451,34
