source_names,Meanc22,SDc22,Concc22,Meanc24,SDc24,Concc24,n
aqua,-33.64453279436981,1.3013709703725462,60.45914315038884,-34.3580313585927,1.910202920881326,79.89386838803274,14
terr,-33.19715691150538,2.3007704181320885,89.00007009152793,-33.658927484396074,2.859082916247852,112.0843524982651,34
